movieCd,movieNm,movieNmEn,watchGradeNm,openDt,showTm,genreNm,directors
20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,Fate/stay night [Heaven's Feel] II.lost butterfly,"[{'auditNo': '2019-MF00422', 'watchGradeNm': '15세이상관람가'}]",20190321,117,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '판타지'}]","[{'peopleNm': '스도 토모노리', 'peopleNmEn': 'Tomonori Sudo'}]"
20197617,정글북: 마법 원정대,Savva,"[{'auditNo': '2019-MF00429', 'watchGradeNm': '전체관람가'}]",20190321,80,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '판타지'}]","[{'peopleNm': '막심 파디브', 'peopleNmEn': 'Maksim Fadeev'}]"
20197283,이스케이프 룸,The Escape Room,"[{'auditNo': '2019-MF00376', 'watchGradeNm': '15세이상관람가'}]",20190314,99,"[{'genreNm': '액션'}, {'genreNm': '공포(호러)'}, {'genreNm': '스릴러'}]","[{'peopleNm': '애덤 로비텔', 'peopleNmEn': 'Adam Robitel'}]"
20176103,돈,Money,"[{'auditNo': '2019-MF00326', 'watchGradeNm': '15세이상관람가'}]",20190320,115,[{'genreNm': '범죄'}],"[{'peopleNm': '박누리', 'peopleNmEn': 'PARK Nu-ri'}]"
20197356,라스트 미션,The Mule,"[{'auditNo': '2019-MF00196', 'watchGradeNm': '15세이상관람가'}]",20190314,116,[{'genreNm': '드라마'}],"[{'peopleNm': '클린트 이스트우드', 'peopleNmEn': 'Clint Eastwood'}]"
20196723,숲속왕국의 꿀벌 여왕,Tall Tales,"[{'auditNo': '2019-MF00304', 'watchGradeNm': '전체관람가'}]",20190314,87,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}]","[{'peopleNm': '아르나드 부롱', 'peopleNmEn': 'Arnaud Bouron'}, {'peopleNm': '안톤 크링스', 'peopleNmEn': 'Antoon Krings'}]"
20181877,캡틴 마블,Captain Marvel,"[{'auditNo': '2019-MF00306', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2019-MF00325', 'watchGradeNm': '12세이상관람가'}]",20190306,123,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '애너 보든', 'peopleNmEn': 'Anna Boden'}, {'peopleNm': '라이언 플렉', 'peopleNmEn': 'Ryan Fleck'}]"
20177282,리노,Lino - Adventure of Seven Lives,"[{'auditNo': '2019-MF00252', 'watchGradeNm': '전체관람가'}]",20190307,88,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '가족'}]","[{'peopleNm': '라파엘 리바스', 'peopleNmEn': 'Rafael Ribas'}]"
20196601,항거:유관순 이야기,A Resistance,"[{'auditNo': '2019-MF00265', 'watchGradeNm': '12세이상관람가'}]",20190227,105,[{'genreNm': '드라마'}],"[{'peopleNm': '조민호', 'peopleNmEn': 'JOE Min-ho'}]"
20176442,자전차왕 엄복동,Race to Freedom : Um Bok Dong,"[{'auditNo': '2019-MF00324', 'watchGradeNm': '12세이상관람가'}]",20190227,116,[{'genreNm': '드라마'}],"[{'peopleNm': '김유성', 'peopleNmEn': 'KIM Ryu-sung'}]"
20195791,"어쩌다, 결혼",Trade Your Love,"[{'auditNo': '2018-MF01508', 'watchGradeNm': '12세이상관람가'}]",20190227,87,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]","[{'peopleNm': '박수진', 'peopleNmEn': 'PARK Su-jin'}, {'peopleNm': '박호찬', 'peopleNmEn': 'PARK Ho-chan'}]"
20180937,더 페이버릿: 여왕의 여자,THE FAVOURITE,"[{'auditNo': '2019-MF00235', 'watchGradeNm': '15세이상관람가'}]",20190221,119,[{'genreNm': '드라마'}],"[{'peopleNm': '요르고스 란티모스', 'peopleNmEn': 'Giorgos Lanthimos'}]"
20177539,사바하,SVAHA : THE SIXTH FINGER,"[{'auditNo': '2019-MF00135', 'watchGradeNm': '15세이상관람가'}]",20190220,122,"[{'genreNm': '미스터리'}, {'genreNm': '스릴러'}]","[{'peopleNm': '장재현', 'peopleNmEn': 'JANG Jae-hyun'}]"
20195743,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,"[{'auditNo': '2019-MF00052', 'watchGradeNm': '전체관람가'}]",20190220,87,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}]","[{'peopleNm': '린 사우더랜드', 'peopleNmEn': 'Lynne Southerland'}]"
20020222,해리포터와 비밀의 방,Harry Potter And The Chamber Of Secrets,"[{'auditNo': '2002-F324', 'watchGradeNm': '전체관람가'}]",20021213,161,[{'genreNm': '드라마'}],"[{'peopleNm': '크리스 콜럼버스', 'peopleNmEn': 'Chris Columbus'}]"
20185576,콜드 체이싱,Cold Pursuit,"[{'auditNo': '2019-MF00262', 'watchGradeNm': '15세이상관람가'}]",20190220,118,[{'genreNm': '액션'}],"[{'peopleNm': '한스 페터 몰란트', 'peopleNmEn': 'Hans Petter Moland'}]"
20185881,증인,Innocent Witness,"[{'auditNo': '2019-MF00096', 'watchGradeNm': '12세이상관람가'}]",20190213,129,[{'genreNm': '드라마'}],"[{'peopleNm': '이한', 'peopleNmEn': 'LEE Han'}]"
20195915,해피 데스데이 2 유,Happy Death Day 2 U,"[{'auditNo': '2019-MF00108', 'watchGradeNm': '15세이상관람가'}]",20190214,100,"[{'genreNm': '공포(호러)'}, {'genreNm': '코미디'}]","[{'peopleNm': '크리스토퍼 랜던', 'peopleNmEn': 'Christopher Landon'}]"
20174169,기묘한 가족,THE ODD FAMILY : ZOMBIE ON SALE,"[{'auditNo': '2019-MF00106', 'watchGradeNm': '12세이상관람가'}]",20190213,111,"[{'genreNm': '코미디'}, {'genreNm': '가족'}]","[{'peopleNm': '이민재', 'peopleNmEn': 'LEE Min-jae'}]"
20184888,메리 포핀스 리턴즈,Mary Poppins Returns,"[{'auditNo': '2019-MF00061', 'watchGradeNm': '전체관람가'}]",20190214,130,"[{'genreNm': '판타지'}, {'genreNm': '뮤지컬'}]","[{'peopleNm': '롭 마샬', 'peopleNmEn': 'Rob Marshall'}]"
20162003,명탐정 코난:전율의 악보,Detective Conan: Full Score of Fear,"[{'auditNo': '2019-MF00001', 'watchGradeNm': '12세이상관람가'}]",20190214,115,"[{'genreNm': '애니메이션'}, {'genreNm': '미스터리'}]","[{'peopleNm': '야마모토 야스이치로', 'peopleNmEn': 'Yasuichiro Yamamoto'}]"
20188282,알리타: 배틀 엔젤,Alita: Battle Angel,"[{'auditNo': '2019-MF00092', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2019-MF00107', 'watchGradeNm': '12세이상관람가'}]",20190205,121,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': '멜로/로맨스'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]","[{'peopleNm': '로버트 로드리게즈', 'peopleNmEn': 'Robert Rodriguez'}]"
20185444,레고 무비2,The Lego Movie 2: The Second Part,"[{'auditNo': '2019-MF00188', 'watchGradeNm': '전체관람가'}]",20190206,106,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '마이크 미첼', 'peopleNmEn': 'Mike Mitchell'}]"
20180868,뺑반,Hit-and-Run Squad,"[{'auditNo': '2019-MF00093', 'watchGradeNm': '15세이상관람가'}]",20190130,133,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]","[{'peopleNm': '한준희', 'peopleNmEn': 'HAN Jun-hui'}]"
20186261,드래곤 길들이기 3,How to Train Your Dragon 3,"[{'auditNo': '2019-MF00019', 'watchGradeNm': '전체관람가'}, {'auditNo': '2019-MF00060', 'watchGradeNm': '전체관람가'}]",20190130,104,[{'genreNm': '애니메이션'}],"[{'peopleNm': '딘 데블로이스', 'peopleNmEn': 'Dean Deblois'}]"
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,Hello Carbot The Movie: The Secret of Omphalos Island,"[{'auditNo': '2019-MF00091', 'watchGradeNm': '전체관람가'}]",20190131,78,[{'genreNm': '애니메이션'}],"[{'peopleNm': '김진철', 'peopleNmEn': 'KIM Jin-cheol'}, {'peopleNm': '최신규', 'peopleNmEn': 'CHOI Shin-gyu'}]"
20184896,가버나움,Capharnaum,"[{'auditNo': '2019-MF00041', 'watchGradeNm': '15세이상관람가'}]",20190124,126,[{'genreNm': '드라마'}],"[{'peopleNm': '나딘 라바키', 'peopleNmEn': 'Nadine Labaki'}]"
20182530,극한직업,Extreme Job,"[{'auditNo': '2018-MF02462', 'watchGradeNm': '15세이상관람가'}]",20190123,111,[{'genreNm': '코미디'}],"[{'peopleNm': '이병헌', 'peopleNmEn': 'LEE Byoung-heon'}]"
20185124,러브 유어셀프 인 서울,LOVE YOURSELF IN SEOUL,"[{'auditNo': '2018-MF02502', 'watchGradeNm': '전체관람가'}]",20190126,111,[{'genreNm': '공연'}],[]
20189385,몬스터 파크,Here Comes the Grump,"[{'auditNo': '2018-MF01262', 'watchGradeNm': '전체관람가'}]",20190123,86,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]","[{'peopleNm': '안드레스 코투리어', 'peopleNmEn': 'Andres Couturier'}]"
20182544,글래스,Glass,"[{'auditNo': '2018-MF02461', 'watchGradeNm': '15세이상관람가'}]",20190117,129,"[{'genreNm': '드라마'}, {'genreNm': '미스터리'}, {'genreNm': 'SF'}, {'genreNm': '스릴러'}]","[{'peopleNm': 'M. 나이트 샤말란', 'peopleNmEn': 'M. Night Shyamalan'}]"
20186324,언더독,Underdog,"[{'auditNo': '2018-MF01150', 'watchGradeNm': '전체관람가'}]",20190116,101,[{'genreNm': '애니메이션'}],"[{'peopleNm': '이춘백', 'peopleNmEn': 'LEE Chun-baek'}, {'peopleNm': '오성윤', 'peopleNmEn': 'OH Sung-yun'}]"
20182588,미래의 미라이,MIRAI,"[{'auditNo': '2018-MF01682', 'watchGradeNm': '전체관람가'}]",20190116,97,[{'genreNm': '애니메이션'}],"[{'peopleNm': '호소다 마모루', 'peopleNmEn': 'Mamoru Hosoda'}]"
20176251,내안의 그놈,The Dude in Me,"[{'auditNo': '2018-MF01859', 'watchGradeNm': '15세이상관람가'}]",20190109,122,"[{'genreNm': '판타지'}, {'genreNm': '코미디'}]","[{'peopleNm': '강효진', 'peopleNmEn': 'KANG Hyo-jin'}]"
20183915,극장판 공룡메카드: 타이니소어의 섬,,"[{'auditNo': '2018-MF02159', 'watchGradeNm': '전체관람가'}]",20190110,70,[{'genreNm': '애니메이션'}],"[{'peopleNm': '최신규', 'peopleNmEn': 'CHOI Shin-gyu'}, {'peopleNm': '유재운', 'peopleNmEn': ''}]"
20184574,그린 북,Green Book,"[{'auditNo': '2018-MF02280', 'watchGradeNm': '12세이상관람가'}]",20190109,130,[{'genreNm': '드라마'}],"[{'peopleNm': '피터 패럴리', 'peopleNmEn': 'Peter Farrelly'}]"
20189463,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,"[{'auditNo': '2018-MF02246', 'watchGradeNm': '전체관람가'}, {'auditNo': '2018-MF02245 ', 'watchGradeNm': '전체관람가'}]",20190103,112,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]","[{'peopleNm': '리치 무어', 'peopleNmEn': 'Rich Moore'}]"
20184187,언니,No Mercy,"[{'auditNo': '2018-MF02432', 'watchGradeNm': '청소년관람불가'}]",20190101,93,[{'genreNm': '액션'}],"[{'peopleNm': '임경택', 'peopleNmEn': 'LIM Kyoung-tack'}]"
20184105,말모이,MAL·MO·E: The Secret Mission,"[{'auditNo': '2018-MF02396', 'watchGradeNm': '12세이상관람가'}]",20190109,135,[{'genreNm': '드라마'}],"[{'peopleNm': '엄유나', 'peopleNmEn': 'EOM Yuna'}]"
20186281,범블비,Bumblebee,"[{'auditNo': '2018-MF02395', 'watchGradeNm': '12세이상관람가'}]",20181225,113,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '트래비스 나이트', 'peopleNmEn': 'Travis Knight'}]"
20170658,PMC: 더 벙커,Take Point,"[{'auditNo': '2018-MF02410', 'watchGradeNm': '15세이상관람가'}]",20181226,124,[{'genreNm': '액션'}],"[{'peopleNm': '김병우', 'peopleNmEn': 'KIM Byung-woo'}]"
20183785,점박이 한반도의 공룡2 : 새로운 낙원,,"[{'auditNo': '2018-MF02240', 'watchGradeNm': '전체관람가'}, {'auditNo': '2018-MF02449 ', 'watchGradeNm': '전체관람가'}]",20181225,93,[{'genreNm': '애니메이션'}],"[{'peopleNm': '한상호', 'peopleNmEn': ''}]"
20180290,아쿠아맨,AQUAMAN,"[{'auditNo': '2018-MF02303 ', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2018-MF02365 ', 'watchGradeNm': '12세이상관람가'}]",20181219,143,[{'genreNm': '액션'}],"[{'peopleNm': '제임스 완', 'peopleNmEn': 'James Wan'}]"
20168773,마약왕,The Drug King,"[{'auditNo': '2018-MF01606', 'watchGradeNm': '청소년관람불가'}]",20181219,139,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]","[{'peopleNm': '우민호', 'peopleNmEn': 'WOO Min-ho'}]"
20182421,그린치,The Grinch,"[{'auditNo': '2018-MF02028', 'watchGradeNm': '전체관람가'}, {'auditNo': '2018-MF02292', 'watchGradeNm': '전체관람가'}]",20181219,89,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}]","[{'peopleNm': '스콧 모시어', 'peopleNmEn': 'Scott Mosier'}]"
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,"[{'auditNo': '2018-MF02346', 'watchGradeNm': '전체관람가'}]",20181219,103,[{'genreNm': '애니메이션'}],"[{'peopleNm': '타카하시 와타루', 'peopleNmEn': 'Wataru Takahashi'}]"
20183375,극장판 포켓몬스터 모두의 이야기,Pokemon the Movie: The Power of Us,"[{'auditNo': '2018-MF02168', 'watchGradeNm': '전체관람가'}]",20181219,98,[{'genreNm': '애니메이션'}],"[{'peopleNm': '야지마 테츠오', 'peopleNmEn': 'Tetsuo Yajima'}]"
20183238,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,"[{'auditNo': '2018-MF02316', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2018-MF02394', 'watchGradeNm': '12세이상관람가'}]",20181212,116,"[{'genreNm': '애니메이션'}, {'genreNm': '액션'}, {'genreNm': '가족'}]","[{'peopleNm': '밥 퍼시케티', 'peopleNmEn': 'Bob Persichetti'}, {'peopleNm': '피터 램지', 'peopleNmEn': 'Peter Ramsey'}, {'peopleNm': '로드니 로스맨', 'peopleNmEn': 'Rodney Rothman'}]"
20182082,부탁 하나만 들어줘,A Simple Favor,"[{'auditNo': '2018-MF02209', 'watchGradeNm': '청소년관람불가'}]",20181212,116,"[{'genreNm': '스릴러'}, {'genreNm': '미스터리'}]","[{'peopleNm': '폴 페이그', 'peopleNmEn': 'Paul Feig'}]"
20175547,스윙키즈,Swing Kids,"[{'auditNo': '2018-MF02244', 'watchGradeNm': '12세이상관람가'}]",20181219,133,[{'genreNm': '드라마'}],"[{'peopleNm': '강형철', 'peopleNmEn': 'KANG Hyoung-chul'}]"
20179230,도어락,Door Lock,"[{'auditNo': '2018-MF02157', 'watchGradeNm': '15세이상관람가'}]",20181205,102,"[{'genreNm': '스릴러'}, {'genreNm': '드라마'}]","[{'peopleNm': '이권', 'peopleNmEn': 'LEE Kwon'}]"
20189843,호두까기 인형과 4개의 왕국,The Nutcracker and the Four Realms,"[{'auditNo': '2018-MF02136', 'watchGradeNm': '전체관람가'}]",20181206,99,"[{'genreNm': '판타지'}, {'genreNm': '드라마'}]","[{'peopleNm': '라세 할스트롬', 'peopleNmEn': 'Lasse Hallstrom'}, {'peopleNm': '조 존스톤', 'peopleNmEn': 'Joe Johnston'}]"
20178825,모털 엔진,Mortal Engines,"[{'auditNo': '2018-MF02210', 'watchGradeNm': '12세이상관람가'}, {'auditNo': '2018-MF02264 ', 'watchGradeNm': '12세이상관람가'}]",20181205,128,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]","[{'peopleNm': '크리스찬 리버스', 'peopleNmEn': 'Christian Rivers'}]"
20183745,런닝맨 : 풀룰루의 역습,Running Man,"[{'auditNo': '2018-MF02189', 'watchGradeNm': '전체관람가'}]",20181205,66,[{'genreNm': '애니메이션'}],"[{'peopleNm': '윤준상', 'peopleNmEn': 'YOON Jun-sang'}]"
20177552,국가부도의 날,Default,"[{'auditNo': '2018-MF01973', 'watchGradeNm': '12세이상관람가'}]",20181128,114,[{'genreNm': '드라마'}],"[{'peopleNm': '최국희', 'peopleNmEn': 'CHOI Kook-hee'}]"
20181905,후드,Robin Hood,"[{'auditNo': '2018-MF02043', 'watchGradeNm': '12세이상관람가'}]",20181128,116,[{'genreNm': '어드벤처'}],"[{'peopleNm': '오토 바서스트', 'peopleNmEn': 'Otto Bathurst'}]"
20183007,거미줄에 걸린 소녀,THE GIRL IN THE SPIDER’S WEB,"[{'auditNo': '2018-MF02211', 'watchGradeNm': '15세이상관람가'}]",20181128,115,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}, {'genreNm': '범죄'}]","[{'peopleNm': '페드 알바레즈', 'peopleNmEn': 'Fede Alvarez'}]"
20182966,투 프렌즈,TWO TAILS,"[{'auditNo': '2018-MF02080', 'watchGradeNm': '전체관람가'}]",20181129,74,"[{'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]","[{'peopleNm': '빅터 아즈에프', 'peopleNmEn': 'Victor Azeev'}]"
20183073,베일리 어게인,A Dog's Purpose,"[{'auditNo': '2018-MF02082', 'watchGradeNm': '전체관람가'}]",20181122,100,"[{'genreNm': '어드벤처'}, {'genreNm': '드라마'}, {'genreNm': '코미디'}]","[{'peopleNm': '라세 할스트롬', 'peopleNmEn': 'Lasse Hallstrom'}]"
20182669,툴리,TULLY,"[{'auditNo': '2018-MF01816', 'watchGradeNm': '15세이상관람가'}]",20181122,95,[{'genreNm': '드라마'}],"[{'peopleNm': '제이슨 라이트맨', 'peopleNmEn': 'Jason Reitman'}]"
